episode,avg_backlog_drift,avg_lower_mf_loss,avg_lower_td_loss,avg_remaining_tasks,avg_upper_mf_loss,avg_upper_td_loss,completion_rate,lower_q_max,lower_q_mean,lower_q_min,lower_reward,qos_rate,qos_success_rate,total_energy,total_reward,total_success_qos,total_violate_qos,total_violations,upper_q_max,upper_q_mean,upper_q_min,upper_reward,zeta_lower,zeta_upper
212,19792354.00000000,0.01090931,12.22837224,0,0.02290148,38.14438877,0.67300000,0,0,0,-1979479438.84375000,5.09748411,0.83599794,2009.09358466,-5937990437.43750000,3242.00000000,636.00000000,636,0,0,0,-3958510998.59375000,1.00000000,1.00000000
213,16438367.00000000,0.01098114,12.32570403,0,0.02491647,46.05553455,0.68450000,0,0,0,-1644077382.00781250,5.38550234,0.84339523,2289.50276041,-4931796206.47656250,3269.00000000,607.00000000,607,0,0,0,-3287718824.46875000,1.00000000,1.00000000
214,20550734.00000000,0.01087272,11.95401829,0,0.02467709,43.51460133,0.70700000,0,0,0,-2055304500.24218750,5.75874138,0.85204345,2343.80661225,-6165497970.45312500,3294.00000000,572.00000000,572,0,0,0,-4110193470.21093750,1.00000000,1.00000000
215,21836014.00000000,0.01061495,11.86455351,0,0.02350463,37.14571085,0.69600000,0,0,0,-2183835635.44921875,5.53050852,0.84687257,2212.96219444,-6551082772.64453125,3263.00000000,590.00000000,590,0,0,0,-4367247137.19531250,1.00000000,1.00000000
216,20796898.00000000,0.01103841,12.12083761,0,0.02363312,40.89423447,0.66450000,0,0,0,-2079938201.90625000,5.00155258,0.83337647,2244.09113038,-6239362662.31250000,3221.00000000,644.00000000,644,0,0,0,-4159424460.40625000,1.00000000,1.00000000
217,16142377.00000000,0.01103500,11.81395921,0,0.02496378,41.99366112,0.67050000,0,0,0,-1614485243.18750000,5.03749990,0.83436853,2184.56680828,-4843004421.93750000,3224.00000000,640.00000000,640,0,0,0,-3228519178.75000000,1.00000000,1.00000000
218,19958992.00000000,0.01110812,12.60635798,0,0.02433309,52.24613895,0.69350000,0,0,0,-1996137314.23437500,5.44186068,0.84476537,2429.51555753,-5987984833.09375000,3276.00000000,602.00000000,602,0,0,0,-3991847518.85937500,1.00000000,1.00000000
219,17869368.00000000,0.01085325,12.55539890,0,0.02432673,41.05318909,0.69600000,0,0,0,-1787170976.82812500,5.57894754,0.84799999,2315.03705716,-5361090634.92968750,3286.00000000,589.00000000,589,0,0,0,-3573919658.10156250,1.00000000,1.00000000
220,17599446.00000000,0.01085496,11.65496738,0,0.02644583,42.43960915,0.68750000,0,0,0,-1760179067.06250000,5.40697670,0.84392017,2163.27679622,-5280111669.53125000,3255.00000000,602.00000000,602,0,0,0,-3519932602.46875000,1.00000000,1.00000000
221,15002291.00000000,0.01048025,11.62718973,0,0.02110452,41.30928555,0.69900000,0,0,0,-1500460402.50000000,5.64888144,0.84959877,2286.83375645,-4500964118.62500000,3282.00000000,581.00000000,581,0,0,0,-3000503716.12500000,1.00000000,1.00000000
222,18733644.00000000,0.01043844,12.65426250,0,0.02292800,34.29727516,0.67550000,0,0,0,-1873609991.62695312,5.14808941,0.83734787,2418.44201386,-5620387325.53027344,3233.00000000,628.00000000,628,0,0,0,-3746777333.90332031,1.00000000,1.00000000
223,16404294.00000000,0.01051975,11.81919102,0,0.02323506,40.26267490,0.70650000,0,0,0,-1640658710.43750000,5.77661419,0.85243368,2193.90488577,-4921561127.50000000,3310.00000000,573.00000000,573,0,0,0,-3280902417.06250000,1.00000000,1.00000000
224,20374434.00000000,0.01029036,11.59613891,0,0.02419740,50.79938850,0.70600000,0,0,0,-2037676211.11718750,5.80526304,0.85305494,2613.01389933,-6112615727.25781250,3309.00000000,570.00000000,570,0,0,0,-4074939516.14062500,1.00000000,1.00000000
225,17255936.00000000,0.00963605,11.85945358,0,0.02770711,38.27656765,0.67950000,0,0,0,-1725838303.06250000,5.22953463,0.83947438,2330.96597004,-5177072162.59375000,3258.00000000,623.00000000,623,0,0,0,-3451233859.53125000,1.00000000,1.00000000
226,20182410.00000000,0.00992447,12.69732006,0,0.02168899,51.22920780,0.66200000,0,0,0,-2018494946.96875000,4.84894276,0.82902890,2274.72616768,-6055022446.03125000,3210.00000000,662.00000000,662,0,0,0,-4036527499.06250000,1.00000000,1.00000000
227,15882684.00000000,0.01012098,11.40796494,0,0.02872751,49.87972240,0.68700000,0,0,0,-1588508560.59375000,5.35749578,0.84270537,2456.09015548,-4765094708.75000000,3252.00000000,607.00000000,607,0,0,0,-3176586148.15625000,1.00000000,1.00000000
228,19382662.00000000,0.01000582,11.70381740,0,0.02430567,49.40011253,0.69850000,0,0,0,-1938498993.52343750,5.71626282,0.85110766,2292.32940936,-5815077134.21093750,3304.00000000,578.00000000,578,0,0,0,-3876578140.68750000,1.00000000,1.00000000
229,17362328.00000000,0.00934255,13.07951878,0,0.02336991,40.21364365,0.69550000,0,0,0,-1736466417.76464844,5.61196566,0.84875906,2293.23063970,-5208977749.04443359,3283.00000000,585.00000000,585,0,0,0,-3472511331.27978516,1.00000000,1.00000000
230,33549036.00000000,0.01021671,11.98042777,0,0.02547936,37.68475266,0.68050000,0,0,0,-3355146251.75000000,5.26051760,0.84026879,2305.18338728,-10065000033.14062500,3251.00000000,618.00000000,618,0,0,0,-6709853781.39062500,1.00000000,1.00000000
231,23144560.00000000,0.00998925,11.55252217,0,0.02742955,39.80127277,0.64950000,0,0,0,-2314721622.59375000,4.65160370,0.82305908,2095.82369041,-6943675663.15625000,3191.00000000,686.00000000,686,0,0,0,-4628954040.56250000,1.00000000,1.00000000
232,27100170.00000000,0.00983365,12.26821676,0,0.02268465,42.54109268,0.69650000,0,0,0,-2710250388.06250000,5.58206415,0.84807199,2216.76929426,-8130328990.81250000,3299.00000000,591.00000000,591,0,0,0,-5420078602.75000000,1.00000000,1.00000000
233,25645318.00000000,0.00969053,12.42964313,0,0.02203828,38.25470219,0.66750000,0,0,0,-2564779019.50000000,5.00000000,0.83333331,2067.00903654,-7693883042.68750000,3220.00000000,644.00000000,644,0,0,0,-5129104023.18750000,1.00000000,1.00000000
234,24565400.00000000,0.00966128,12.33070616,0,0.03027219,45.10095139,0.68200000,0,0,0,-2456783600.09375000,5.26817465,0.84046394,2147.10670781,-7369906312.90625000,3261.00000000,619.00000000,619,0,0,0,-4913122712.81250000,1.00000000,1.00000000
235,24301908.00000000,0.00960844,11.10666826,0,0.02357156,34.57619171,0.64450000,0,0,0,-2430451332.27734375,4.60957909,0.82173353,1933.44493663,-7290871794.25390625,3176.00000000,689.00000000,689,0,0,0,-4860420461.97656250,1.00000000,1.00000000
236,25028116.00000000,0.00941817,12.18031301,0,0.02557926,43.02950344,0.69250000,0,0,0,-2503047918.00000000,5.55329943,0.84740514,2234.06753778,-7508715802.56250000,3282.00000000,591.00000000,591,0,0,0,-5005667884.56250000,1.00000000,1.00000000
237,23657388.00000000,0.00983475,11.79974256,0,0.02326355,41.51328850,0.68650000,0,0,0,-2365974984.25585938,5.37313414,0.84309131,2181.86559224,-7097495689.39648438,3240.00000000,603.00000000,603,0,0,0,-4731520705.14062500,1.00000000,1.00000000
238,23882110.00000000,0.00968210,11.28840400,0,0.02219276,45.22169590,0.68300000,0,0,0,-2388449872.59375000,5.34975386,0.84251356,2094.68733031,-7164913748.15625000,3258.00000000,609.00000000,609,0,0,0,-4776463875.56250000,1.00000000,1.00000000
239,28986752.00000000,0.00929950,11.39596936,0,0.02123768,39.51883068,0.65950000,0,0,0,-2898927093.92968750,4.81831837,0.82812905,2153.80984688,-8696319957.94531250,3209.00000000,666.00000000,666,0,0,0,-5797392864.01562500,1.00000000,1.00000000
240,20067966.00000000,0.00881878,11.75199384,0,0.02592267,42.11721973,0.67300000,0,0,0,-2007040135.34375000,5.08227825,0.83558792,2026.30579519,-6020673704.65625000,3212.00000000,632.00000000,632,0,0,0,-4013633569.31250000,1.00000000,1.00000000
241,34037016.00000000,0.00876020,12.59949512,0,0.02782437,33.77426167,0.65050000,0,0,0,-3403959083.05664062,4.70326424,0.82466179,2222.41912919,-10211407000.25195312,3170.00000000,674.00000000,674,0,0,0,-6807447917.19531250,1.00000000,1.00000000
242,28107034.00000000,0.00910462,12.37430042,0,0.02634410,29.10026894,0.67550000,0,0,0,-2810946966.97460938,5.18079996,0.83820868,2132.81904650,-8432396675.90429688,3238.00000000,625.00000000,625,0,0,0,-5621449708.92968750,1.00000000,1.00000000
243,37651844.00000000,0.00884106,11.25305096,0,0.02241774,41.27919512,0.66100000,0,0,0,-3765433782.67968750,4.90199089,0.83056563,2111.07816362,-11295844911.42968750,3201.00000000,653.00000000,653,0,0,0,-7530411128.75000000,1.00000000,1.00000000
244,27653114.00000000,0.00881170,11.62569167,0,0.02849865,35.52590313,0.68450000,0,0,0,-2765550046.07519531,5.29738569,0.84120393,1977.79245949,-8296212738.54003906,3242.00000000,612.00000000,612,0,0,0,-5530662692.46484375,1.00000000,1.00000000
245,22286760.00000000,0.00907076,10.95192582,0,0.02364883,31.62202215,0.67250000,0,0,0,-2228918741.59265137,5.08888912,0.83576643,2145.42081833,-6686312592.73645020,3206.00000000,630.00000000,630,0,0,0,-4457393851.14379883,1.00000000,1.00000000
246,29314430.00000000,0.00874225,11.38285173,0,0.02351272,41.20725079,0.68100000,0,0,0,-2931685140.00000000,5.29478836,0.84113842,2206.69553828,-8794615531.87500000,3251.00000000,614.00000000,614,0,0,0,-5862930391.87500000,1.00000000,1.00000000
247,26313758.00000000,0.00866401,11.61140975,0,0.02389077,43.14252243,0.66350000,0,0,0,-2631625533.25390625,4.88549614,0.83009082,1986.57229918,-7894417438.57421875,3200.00000000,655.00000000,655,0,0,0,-5262791905.32031250,1.00000000,1.00000000
248,33715784.00000000,0.00961993,11.37783206,0,0.02270976,43.81405315,0.66000000,0,0,0,-3371830771.87500000,4.87841940,0.82988626,2349.29579675,-10115034429.37500000,3210.00000000,658.00000000,658,0,0,0,-6743203657.50000000,1.00000000,1.00000000
249,30993784.00000000,0.00916160,11.13753005,0,0.02820438,41.73229790,0.67000000,0,0,0,-3099628799.33593750,4.97368431,0.83259910,2200.13272542,-9298429001.16406250,3213.00000000,646.00000000,646,0,0,0,-6198800201.82812500,1.00000000,1.00000000
250,30550366.00000000,0.00892587,11.99972406,0,0.02932950,33.55167084,0.67050000,0,0,0,-3055288269.73828125,5.04524183,0.83458066,2326.58236939,-9165408303.83203125,3234.00000000,641.00000000,641,0,0,0,-6110120034.09375000,1.00000000,1.00000000
